Country_Region,2022/01/01,2022/01/02,2022/01/03,2022/01/04,2022/01/05,2022/01/06,2022/01/07,2022/01/08,2022/01/09,2022/01/10,2022/01/11,2022/01/12,2022/01/13,2022/01/14,2022/01/15,2022/01/16,2022/01/17,2022/01/18,2022/01/19,2022/01/20,2022/01/21,2022/01/22,2022/01/23,2022/01/24,2022/01/25,2022/01/26,2022/01/27,2022/01/28,2022/01/29,2022/01/30,2022/01/31
Maldives,95891,96052,96294,96522,96746,97050,97331,97668,98052,98506,99099,99635,100451,101418,102372,103581,105001,106595,108732,110931,112628,114977,117461,120168,122777,125590,128089,130599,133288,136126,138880
Mali,21378,21549,21806,22383,22834,23600,23980,23980,25197,26011,26513,27149,27653,27980,28321,28585,28755,29039,29257,29359,29430,29597,29677,29742,29858,29895,29949,29983,30008,30045,30052
Malta,53503,54250,55062,56209,57131,58275,59061,59823,60386,60823,61255,61928,62390,62906,63409,63710,63998,64377,64719,65005,65311,65596,65869,66071,66394,66708,66938,67167,67357,67548,67717
Marshall Islands,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Mauritania,41867,42182,42672,43497,44646,45825,47036,48105,49006,49673,50702,51795,52772,53643,54393,54991,55395,55858,56296,56666,56946,57172,57384,57480,57648,57794,57919,58041,58129,58198,58243
Mauritius,68552,68612,68661,68661,68763,68864,68945,69021,69110,69110,69323,69423,69484,69557,69666,69668,69909,69962,69962,70094,70134,70218,70218,70218,100224,100961,101820,102773,103762,104802,105935
Mexico,3988916,3990587,3993464,4008648,4029274,4055095,4083118,4113789,4125388,4125388,4170066,4214253,4257776,4257776,4349182,4368314,4385415,4385415,4495310,4495310,4595589,4595589,4667829,4685767,4730669,4730669,4779296,4873561,4916143,4930069,4942590
Micronesia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,376434,376602,376844,377496,378202,378904,379572,379901,380290,380985,382124,383544,385047,386905,387920,388959,390742,393423,396678,400585,404556,407003,409397,412231,417369,423568,428934,434549,438249,438249,440698
Monaco,4985,4985,4985,4985,5492,5593,5593,5593,5593,6087,6165,6266,6362,6485,6610,6756,6837,6943,7041,7160,7304,7451,7583,7691,7790,7790,7790,8183,8183,8183,8183
Mongolia,693119,693546,693849,695196,695941,697810,699811,702164,703592,705986,709429,712651,715261,721541,729889,736978,741682,747322,756393,760834,771893,780162,789680,794908,799779,812089,819857,827753,834399,837124,841848
Montenegro,171873,173161,174865,177455,180260,183220,185606,187825,190279,192171,194695,196640,198857,200535,202348,203746,204862,206676,208171,209719,210931,212144,213140,213896,215017,215950,216856,217752,218637,219303,219775
Morocco,965420,966777,967662,971961,977579,983629,990057,997121,1002084,1004706,1012042,1017560,1025898,1034399,1043225,1048653,1051830,1059586,1068941,1078002,1086340,1093978,1098413,1101163,1107525,1114527,1120087,1124986,1129140,1131395,1132716
Mozambique,191722,192453,193371,196346,199940,203241,206272,209389,210399,210991,212859,214807,216559,217821,218797,219081,219390,220241,220908,221432,221975,222415,222596,222652,222892,223112,223413,223612,223738,223811,223827
Namibia,148839,149478,149741,150145,150540,151000,151517,151957,152390,152826,152982,153290,153611,153969,154261,154378,154536,154664,154756,154897,155027,155198,155255,155255,155424,155502,155623,155722,155783,155840,155899
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,828773,828986,829277,829632,830002,830480,831052,831748,832589,833946,835927,838375,841297,845501,849204,853738,859485,868215,877717,887769,896584,904796,910394,918448,927880,933451,939267,944074,947392,950441,953913
Netherlands,3200168,3218604,3234143,3254947,3282146,3309168,3346598,3376251,3410288,3439340,3470083,3504451,3539335,3577487,3610048,3646659,3690448,3722444,3761489,3802801,3861127,3907751,3973499,4038379,4093036,4152076,4217128,4291437,4331167,4406540,4518921
New Zealand,14257,14308,14367,14407,14469,14527,14527,14675,14735,14758,14850,14889,14949,15003,15071,15129,15172,15251,15336,15403,15481,15552,15627,15689,15747,15844,15993,16148,16288,16418,16622
Nicaragua,13563,13563,13563,13563,13589,13589,13589,13589,13589,13589,13589,13589,13589,13589,13589,13589,13589,13589,13646,13646,13646,13646,13646,13646,13646,13681,13681,13681,13681,13681,13681
Niger,7438,7438,7508,7590,7590,7590,7891,7961,8006,8076,8076,8260,8306,8347,8347,8386,8413,8459,8472,8503,8503,8542,8542,8592,8603,8616,8632,8640,8648,8649,8652
Nigeria,242877,242877,244120,244548,245404,246195,247009,247775,248312,248732,249154,249586,250009,250009,250628,250929,251178,251341,251571,251571,251930,251959,252187,252428,252678,252753,252753,252912,253001,253023,253181
North Macedonia,225484,225730,225972,227168,228540,230265,231436,232068,233464,234277,236241,238061,239920,241651,243284,244632,245398,247663,249704,250876,252947,254857,256281,256996,259328,261347,263206,265101,266937,268191,268901
Norway,396415,399318,404551,412472,420857,428736,434896,440184,444368,450908,460530,472355,483952,496312,504789,512393,523424,538791,554778,571655,596613,609950,622596,641138,665567,690244,714532,736051,751021,765061,781049
Oman,305489,305832,306008,306240,306492,306755,306755,306755,307722,308261,308870,309588,310338,310338,310338,312425,313538,314853,316472,318272,318272,318272,322438,324085,326164,328326,330767,330767,330767,336460,338880
Pakistan,1296527,1297235,1297865,1298763,1299848,1301141,1302486,1304058,1305707,1307174,1309248,1312267,1315834,1320120,1324147,1328487,1333521,1338993,1345801,1353479,1360019,1367605,1374800,1381152,1386348,1393887,1402070,1410033,1417991,1425039,1430366
Palau,12,13,13,13,15,16,18,18,18,20,28,32,39,40,40,64,119,167,167,208,208,383,502,651,651,898,1022,1393,1404,1478,1633
Panama,497808,498785,500148,500148,503407,512402,517445,522249,526315,529454,533559,540072,540072,558676,567578,574856,580324,591843,602606,614957,626890,626890,644683,644683,650138,669860,678128,685630,692634,697124,697124
Papua New Guinea,36158,36190,36192,36193,36196,36285,36326,36326,36357,36403,36415,36429,36432,36435,36435,36435,36446,36446,36446,36446,36446,36446,36446,36480,36548,36596,36596,36866,36866,36866,36866
Paraguay,466101,466101,469523,470460,471434,472673,472673,472673,472673,475686,475686,475686,475686,475686,475686,475686,501189,504380,509795,516555,516555,516555,516555,542388,548252,554182,559906,565368,570469,570469,583662
Peru,2301177,2302678,2304674,2309856,2318543,2329717,2342550,2358685,2375813,2388289,2412577,2440349,2473709,2512789,2562534,2606126,2631826,2668224,2723166,2780049,2839519,2894215,2946151,2976260,3020756,3070357,3120401,3160732,3196488,3224406,3239538
Philippines,2847486,2851931,2855819,2861119,2871745,2888917,2910664,2936875,2965447,2998530,3026473,3058634,3092409,3129512,3168379,3205396,3242374,3270758,3293625,3324478,3357083,3387524,3417216,3442056,3459646,3475293,3493447,3511491,3528796,3545680,3560202
Poland,4120248,4127428,4133851,4145518,4162715,4179292,4191193,4202090,4213197,4220984,4232386,4248559,4265433,4281482,4298375,4313036,4323482,4343130,4373718,4406553,4443217,4484095,4518218,4547315,4584360,4637776,4695435,4752700,4804390,4852677,4886154
Portugal,1412936,1424016,1434570,1460406,1499976,1539050,1577784,1613427,1639846,1660058,1693398,1734343,1774477,1814567,1852703,1884974,1906891,1950620,2003169,2059595,2118125,2176256,2221825,2254583,2312240,2377818,2443524,2507357,2566551,2611886,2689167
Qatar,251361,252359,253536,255231,257504,260283,263475,266962,270651,274529,278698,282904,287091,291214,295221,299242,303240,307056,310779,314073,317277,320364,323345,326093,328644,330848,332800,334543,336081,337638,339147
Romania,1810342,1811300,1813056,1816956,1821849,1827867,1833789,1839825,1844537,1848641,1857502,1866102,1875887,1885771,1895833,1903428,1911546,1928306,1944916,1964021,1983670,2003041,2017129,2029211,2048896,2083151,2114834,2146558,2176726,2196394,2216525
Russia,10340011,10358099,10374292,10390052,10405684,10420863,10437471,10453895,10470006,10485705,10503101,10520898,10541870,10565484,10592433,10621410,10651867,10682826,10716397,10754905,10804032,10860799,10923494,10988027,11055246,11129318,11217423,11314707,11427009,11547333,11670366
Rwanda,112654,113582,114580,116057,117123,118342,119421,120374,120984,121742,122403,123166,123886,124419,124802,125166,125568,126133,126685,127227,127655,127902,128009,128205,128378,128509,128629,128708,128802,128841,128891
Saint Kitts and Nevis,3043,3193,3252,3333,3489,3666,3904,4056,4145,4216,4339,4484,4645,4645,4882,4933,4968,5026,5065,5141,5190,5230,5254,5254,5254,5331,5368,5393,5419,5422,5422
Saint Lucia,13640,13732,13816,13881,13974,14232,14414,14654,14874,15101,15372,15937,16505,16969,16969,17250,17531,17666,17871,18322,18746,19468,19680,19755,19967,20192,20417,20417,20798,20909,20942
Saint Vincent and the Grenadines,5850,5952,5991,5991,6039,6247,6247,6247,6247,6247,6562,6562,6575,6581,6581,6581,6599,6604,6604,6615,6615,6615,6615,6660,6662,9385,9447,9447,9447,9447,7903
Samoa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,13,18,18,20,26,28,29,29,30,30,32
San Marino,8202,8202,8487,8682,8847,8847,9095,9095,9095,9518,9518,10009,10189,10350,10350,10350,10641,10856,11077,11278,11466,11466,11466,11786,11786,11995,12229,12462,12462,12462,12884
Sao Tome and Principe,3903,3912,3945,4010,4034,4151,4416,4735,4892,4916,5052,5235,5404,5458,5495,5525,5569,5634,5651,5785,5798,5816,5832,5836,5849,5856,5867,5873,5883,5885,5890
Saudi Arabia,557082,558106,559852,562437,565482,568650,572225,575293,578753,583531,588183,593545,599044,604672,609953,615430,620935,626808,632736,638327,643211,647819,652354,657192,661733,666259,670997,675471,679384,683053,687264
Senegal,75337,75671,75959,76233,76753,77272,77935,78624,79290,79766,80154,80758,81366,81868,82271,82712,82986,83174,83487,83752,83855,84118,84295,84374,84453,84613,84709,84786,84856,84936,84999
Serbia,1300949,1302856,1305621,1310845,1318333,1327455,1334994,1342646,1350595,1359544,1359544,1386114,1399867,1412588,1425147,1436395,1449192,1467198,1484516,1501621,1518024,1532741,1544900,1559946,1579847,1579847,1616584,1633868,1649293,1662446,1677798
Seychelles,24788,24788,24788,25610,26255,26968,26968,26968,26968,29030,29030,29030,31098,31098,31098,31098,32846,32846,32850,34367,34367,34367,34367,35178,35606,35606,36559,36559,36559,36559,37190
Sierra Leone,7114,7179,7220,7268,7308,7352,7382,7405,7448,7454,7454,7493,7500,7500,7529,7542,7544,7558,7562,7567,7572,7584,7590,7593,7607,7608,7611,7612,7615,7622,7623
Singapore,279861,280290,280754,281596,282401,283214,283214,284802,285647,286397,287243,288125,289085,290030,290986,291849,293014,294462,296077,297549,307813,310276,313772,316774,322770,327602,333071,338625,343832,348330,352811
Slovakia,1374354,1374850,1376559,1381175,1385760,1389546,1391061,1394685,1397257,1398557,1401959,1405854,1409365,1411568,1414154,1417687,1419379,1421125,1431770,1438877,1447067,1454621,1462998,1464277,1478543,1494945,1512072,1529099,1546907,1562107,1569299
Slovenia,465711,466554,467565,470960,475027,478860,482927,487437,490784,493289,498506,505929,512793,519714,527311,533334,538325,547013,559312,569620,579480,589458,603341,612017,624851,642342,656569,673154,688336,702201,710821
Solomon Islands,24,24,24,24,24,28,28,28,28,28,25,25,25,25,25,25,25,32,33,81,81,289,289,289,650,676,755,898,898,898,1183
Somalia,23532,23532,23532,23532,24261,24261,24261,24261,24261,24261,24261,24261,24261,24261,24261,24261,24261,24261,24261,24322,24322,24322,24322,25388,25388,25388,25388,25388,25388,25388,25388
South Africa,3468079,3472436,3475512,3483590,3494696,3504554,3513813,3521572,3526054,3528463,3534131,3540891,3546808,3552043,3556633,3559292,3560921,3564578,3564578,3572860,3576379,3579428,3581359,3582691,3585888,3590399,3594499,3598288,3601630,3603856,3605222
South Sudan,15242,15242,15242,15745,15849,15937,16042,16042,16042,16253,16337,16337,16407,16454,16489,16489,16533,16547,16607,16627,16653,16673,16673,16715,16738,16752,16767,16775,16779,16779,16794
Spain,6294745,6294745,6667511,6785286,6922466,6922466,7164906,7164906,7164906,7457300,7592242,7771367,7930528,8093036,8093036,8093036,8424503,8518975,8676916,8834363,8975458,8975458,8975458,9280890,9395767,9529320,9660208,9779130,9779130,9779130,9961253
Sri Lanka,587596,587935,588300,588929,589479,590063,590651,591231,591667,592128,593072,593725,594319,594996,595657,596347,597035,597707,598536,599363,600203,601048,601886,602763,603654,604581,607104,608065,609047,610103,611185
Sudan,46518,46518,46518,47272,47272,47443,47443,47443,47443,48355,48813,49096,49916,50111,50984,50984,51802,52345,53080,53959,53959,53959,53959,55149,55833,56595,57106,57106,57106,57106,57632
Summer Olympics 2020,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865
Suriname,52612,52895,53640,54460,55376,56041,56792,57339,57705,58714,59776,60823,61708,62734,63443,63878,65282,66633,67768,68560,69275,69741,70074,70937,71629,72088,72548,72943,73162,73162,73769
Sweden,1314784,1314784,1314784,1357753,1375267,1375267,1416650,1416650,1416650,1416650,1487291,1509230,1534797,1560363,1560363,1560363,1560363,1657611,1700336,1741710,1784005,1784005,1784005,1784005,1922990,1973485,2015276,2070456,2070456,2070456,2070456
Switzerland,1332615,1332615,1371062,1391814,1422932,1455174,1483212,1483212,1483212,1546877,1571481,1604371,1634258,1666441,1666441,1666441,1734346,1763497,1801522,1841317,1879319,1879319,1879319,1966600,2003262,2046465,2091306,2131077,2131077,2131077,2220539
Syria,50310,50337,50364,50390,50417,50442,50464,50482,50502,50527,50552,50580,50580,50641,50674,50710,50748,50784,50821,50862,50902,50943,50985,51029,51075,51124,51177,51230,51284,51341,51402
Taiwan*,17050,17070,17095,17129,17155,17198,17258,17302,17362,17394,17463,17559,17624,17692,17769,17820,17885,17951,18005,18041,18109,18238,18325,18376,18411,18503,18566,18634,18681,18735,18790
Tajikistan,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17578,17609,17627,17639,17663,17663,17663,17706
Tanzania,29306,29306,29306,29306,30564,30564,30564,30564,30564,30564,30564,30564,30564,30564,30564,30564,31395,31395,32393,32393,32393,32393,32393,32393,32920,32920,32920,32920,32920,32920,33230
Thailand,2226446,2229558,2232485,2235576,2239475,2245250,2252776,2261039,2269550,2277476,2284609,2292290,2300457,2308615,2316408,2324485,2331414,2337811,2344933,2353062,2361702,2369814,2377500,2384639,2391357,2398944,2407022,2415472,2424090,2432534,2440542
Timor-Leste,19839,19839,19842,19842,19842,19844,19855,19855,19856,19858,19860,19860,19860,19861,19861,19863,19863,19865,19866,19866,19866,19866,19868,19869,19871,19879,19894,19894,19908,19908,19946
Togo,30163,31165,31390,31691,32515,33031,33553,33915,33915,34385,34658,35097,35425,35665,35665,35950,35950,36056,36056,36176,36176,36280,36313,36323,36372,36421,36452,36469,36469,36491,36491
Tonga,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Trinidad and Tobago,92201,92659,92997,93634,94213,95096,96070,96555,96952,97354,97897,98474,98927,99780,100590,100994,101376,102024,102942,104005,105264,105969,106417,106806,107408,108088,108892,109660,110741,111190,111549
Tunisia,727843,728260,728802,731077,733379,735973,738442,741259,743838,744967,749832,756155,762717,771177,780746,780746,788012,791917,804353,817051,826838,846761,846761,853905,856739,866445,876245,884588,901107,901107,909813
Turkey,9519281,9552801,9597670,9652394,9718861,9787274,9850488,9916725,9978452,10043688,10117954,10195676,10271240,10339097,10403064,10457164,10522099,10591757,10664372,10736215,10808770,10881626,10947129,11014152,11090493,11167927,11250107,11343693,11438476,11526621,11619882
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,55099969,55396212,56438999,57267809,57943588,58788193,59667187,60075862,60569276,61923784,62710005,63563873,64429169,65308319,65724621,66210719,66870965,68003833,68913678,69644560,70450301,70760261,71131181,72039933,72532192,73209293,73712581,74325227,74507900,74708911,75244223
Uganda,142604,144540,145963,146843,148609,150368,150368,152778,153762,154578,155443,156113,156704,157227,157754,158238,158743,158933,159270,159521,159807,160146,160352,160572,160778,160974,161259,161421,161503,161693,161839
Ukraine,3852397,3854405,3856359,3858248,3862959,3869728,3877032,3880371,3883316,3885416,3890974,3898240,3908469,3919151,3929950,3936582,3941923,3950774,3963917,3982738,4003280,4026198,4042152,4055643,4075351,4100292,4133396,4168560,4206731,4232143,4255206
United Arab Emirates,764493,767093,769608,772189,774897,777584,780211,782866,785625,788187,790698,793314,795997,799065,802181,805248,808237,811029,813931,816945,819866,822886,825699,828328,830832,833201,835839,838384,840739,843030,845058
United Kingdom,13174530,13310224,13498751,13722579,13917693,14099839,14280081,14422121,14564390,14708454,14825809,14957778,15064277,15164861,15246208,15316987,15406943,15501453,15609692,15717846,15814339,15891933,15967194,16062685,16157980,16260425,16357612,16446952,16519771,16582687,17430856
Uruguay,414294,415249,416970,420108,425436,430958,437062,443436,449422,456179,463357,473180,483820,490626,500267,512841,520822,531452,543166,556163,569037,580066,588995,599040,609785,621453,631019,644631,653853,661441,668425
Uzbekistan,199030,199118,199182,199271,199361,199507,199758,199972,200341,200730,201155,202473,202473,203297,204173,205085,206122,207057,208271,209578,210899,212289,213767,215063,216186,217360,218477,219663,220815,221919,223008
Vanuatu,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Venezuela,444828,444972,445082,445369,445680,445680,446026,446427,447288,447288,447865,449730,449730,452430,452430,455023,456641,456641,461059,463145,465463,467864,469566,469566,471389,475135,477022,479011,481375,484021,485974
Vietnam,1746092,1763040,1778976,1800704,1817721,1843563,1859841,1876394,1899575,1914393,1930428,1958719,1975444,1991484,2007862,2023546,2023546,2062128,2078087,2094802,2110737,2126444,2141422,2155784,2171527,2187481,2203208,2218137,2233287,2263053,2275727
West Bank and Gaza,469748,469748,469748,471090,471414,471414,471414,471414,471414,472910,473302,473302,474234,474234,474234,474234,476328,477151,478084,479343,480583,480583,480583,484979,488599,492694,500444,504992,504992,504992,524716
Winter Olympics 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,78,93,106,129,141,177,211,248
Yemen,10127,10130,10138,10143,10146,10152,10159,10178,10197,10197,10208,10220,10233,10233,10233,10252,10352,10408,10449,10507,10585,10585,10585,10585,10585,10821,10888,10942,10942,10942,11019
Zambia,257948,259677,261221,265479,269991,274087,278276,281576,282904,284389,287110,289415,291582,293695,295028,296132,296817,298032,299172,299971,300587,301203,301630,301924,302569,303266,304002,304353,304656,304922,305047
Zimbabwe,214214,214214,216087,217678,219057,220178,221282,221918,221918,223000,223000,224433,225084,225637,225637,226078,226460,226460,226887,227552,227961,228179,228254,228541,228776,228943,229096,229333,229415,229460,229666
