Country_Region,2022/05/01,2022/05/02,2022/05/03,2022/05/04,2022/05/05,2022/05/06,2022/05/07,2022/05/08,2022/05/09,2022/05/10,2022/05/11,2022/05/12,2022/05/13,2022/05/14,2022/05/15,2022/05/16,2022/05/17,2022/05/18,2022/05/19,2022/05/20,2022/05/21,2022/05/22,2022/05/23,2022/05/24,2022/05/25,2022/05/26,2022/05/27,2022/05/28,2022/05/29,2022/05/30,2022/05/31
Mongolia,920781,921425,921425,921425,921425,921425,921425,921425,922227,922227,922227,922227,922227,922227,922227,922227,922227,924035,924035,924035,924035,924035,924035,924035,924035,924035,924035,924035,925073,925073,925073
Montenegro,235292,235338,235403,235484,235549,235644,235726,235795,235837,235945,236006,236076,236153,236212,236277,236320,236414,236489,236569,236569,236688,236862,236762,236803,236862,236924,237000,237042,237099,237148,237223
Morocco,1164973,1164984,1165004,1165026,1165084,1165151,1165206,1165247,1165283,1165366,1165455,1165552,1165625,1165706,1165795,1165849,1165984,1166100,1166224,1166377,1166530,1167086,1166716,1166916,1167086,1167325,1167527,1167732,1167894,1167983,1168303
Mozambique,225386,225387,225387,225400,225407,225409,225419,225426,225430,225440,225451,225470,225485,225493,225498,225503,225519,225539,225546,225557,225563,225626,225586,225600,225626,225648,225676,225701,225706,225709,225754
Namibia,158811,158811,158874,158940,158989,159052,159136,159219,159278,159311,159503,159503,159503,160074,160074,160074,160438,160640,160640,160640,160640,165346,164953,165117,165346,165346,165797,165797,165797,166189,166363
Nauru,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Nepal,978828,978836,978865,978884,978899,978914,978925,978942,978948,978960,978978,978982,978989,978991,978998,979004,979022,979028,979040,979051,979062,979091,979076,979087,979091,979105,979113,979118,979127,979132,979140
Netherlands,8146887,8148198,8150001,8151922,8153591,8155118,8156837,8158071,8159227,8160810,8162498,8163926,8165892,8167219,8168227,8169091,8170403,8171992,8173428,8175239,8176417,8177677,8177944,8179134,8180573,8181630,8183245,8184136,8184962,8185964,8187211
New Zealand,948506,957822,966471,975197,982635,989494,995222,1001693,1010989,1019066,1028581,1036132,1043274,1049102,1056216,1066162,1075862,1085074,1092983,1099744,1104802,1135371,1119380,1127683,1135371,1142330,1148791,1153690,1159591,1168165,1176499
Nicaragua,14395,14395,14395,14422,14422,14422,14422,14422,14422,14422,14447,14447,14447,14447,14447,14447,14447,14473,14473,14473,14473,14473,14473,14473,14508,14508,14508,14508,14508,14508,14508
Niger,8941,8943,8954,8957,8957,8957,8957,8957,8986,9005,9005,9010,9013,9013,9013,9013,9013,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031
Nigeria,255753,255753,255766,255766,255766,255766,255766,255766,255766,255802,255802,255836,255836,255859,255859,255859,255859,255889,255924,255924,255937,255972,255937,255972,255972,256004,256028,256028,256028,256028,256028
North Macedonia,309571,309769,309790,309925,310063,310063,310140,310140,310298,310413,310506,310595,310684,310684,310684,310859,310942,311038,311113,311113,311113,311484,311350,311350,311484,311592,311701,311701,311701,311851,311936
Norway,1426128,1426491,1426798,1427148,1427485,1427790,1427956,1428010,1428335,1428699,1429064,1429353,1429630,1429717,1429771,1430124,1430173,1430531,1430844,1431126,1431233,1432335,1431697,1431991,1432335,1432443,1432687,1432831,1432888,1433262,1433641
Oman,389126,389126,389126,389126,389126,389126,389126,389273,389306,389325,389344,389370,389370,389370,389408,389427,389447,389460,389473,389473,389473,389473,389473,389473,389473,389473,389473,389473,389473,389473,389473
Pakistan,1527956,1527956,1527956,1527956,1527956,1527956,1527956,1527956,1528833,1528833,1528833,1528833,1529167,1529167,1529251,1529251,1529471,1529560,1529641,1529711,1529727,1530066,1529837,1529990,1530066,1530145,1530235,1530285,1530333,1530387,1530453
Palau,4610,4610,4690,4690,4690,4732,4732,4732,4732,4782,4782,4782,4879,4879,4879,4879,4936,4936,4936,4967,4967,5020,4967,5020,5020,5020,5043,5043,5043,5043,5065
Panama,777120,777658,778310,780148,782265,784184,786856,788471,789830,793137,796461,799975,803223,806277,808443,810242,810242,817658,821500,824917,828120,839746,832045,835921,839746,843697,847375,850484,852607,854449,858268
Papua New Guinea,43817,43821,43821,43823,43826,43827,43827,43827,43827,43839,43843,43876,43876,43876,43876,44276,44394,44394,44394,44394,44394,44425,44403,44403,44425,44425,44425,44425,44425,44432,44481
Paraguay,649455,649455,649455,649455,649455,649718,649718,649718,649718,649718,649718,649718,649718,649718,649718,649929,649929,649929,649929,650283,650283,650283,650283,650283,650283,650283,650661,650661,650661,650661,650661
Peru,3565839,3566523,3567171,3567863,3568692,3569026,3569326,3569782,3570075,3570339,3570801,3571161,3571516,3571919,3572423,3571516,3572832,3575738,3574182,3574876,3575291,3577241,3576309,3576640,3577241,3577907,3578364,3579534,3580051,3580347,3580960
Philippines,3685895,3686082,3686216,3686375,3686543,3686693,3686868,3687018,3687197,3687320,3687428,3687567,3687748,3687922,3688132,3688292,3688001,3688100,3688295,3688508,3688751,3689457,3689132,3689281,3689457,3689656,3689865,3690055,3690254,3690451,3690581
Poland,5996748,5996935,5997825,5997998,5998909,5999517,6000217,6000416,6000600,6001327,6001893,6002394,6002863,6003297,6003436,6003531,6004041,6004427,6004786,6005101,6005436,6006298,6005596,6006015,6006298,6006547,6006809,6007073,6007156,6007238,6007584
Portugal,4041278,4050283,4055001,4068606,4085189,4100844,4118439,4135703,4149241,4156577,4179518,4207177,4235153,4264908,4289314,4308574,4317675,4356248,4390672,4422533,4422533,4544317,4453294,4508817,4544317,4544317,4606051,4606051,4606051,4632100,4683018
Qatar,364655,364728,364778,364826,364895,364981,365058,365191,365334,365495,365657,365815,365938,366034,366179,366343,366477,366603,366724,366851,366952,367617,367272,367436,367617,367807,367939,368087,368285,368519,368788
Romania,2894368,2894896,2896012,2896012,2897528,2898258,2898258,2899178,2899563,2900375,2901080,2901682,2902270,2902790,2903072,2903394,2904075,2904588,2905055,2905539,2905859,2907210,2906285,2906776,2907210,2907591,2908018,2908313,2908516,2908704,2909195
Russia,17924145,17930267,17935641,17940665,17945617,17951065,17956472,17961837,17966773,17971207,17975243,17979272,17984104,17989065,17993952,17998438,18002493,18007169,18012019,18017039,18022001,18038920,18030719,18034423,18038920,18043539,18048085,18052544,18056662,18060405,18063880
Rwanda,129810,129834,129834,129839,129843,129849,129849,129849,129872,129875,129875,129898,129898,129907,129910,129931,129931,129942,129951,129970,129971,130013,129988,130003,130013,130023,130026,130026,130026,130052,130057
Saint Kitts and Nevis,5566,5566,5566,5570,5570,5583,5587,5587,5591,5595,5596,5600,5602,5605,5605,5610,5622,5626,5643,5654,5669,5697,5671,5688,5697,5701,5707,5707,5719,5719,5729
Saint Lucia,23394,23459,23482,23538,23612,23635,23635,23723,23778,23798,23978,23978,24164,24164,24267,24396,24514,24655,24780,24873,24873,25315,25054,25132,25315,25315,25538,25538,25593,25593,25593
Saint Vincent and the Grenadines,8419,8419,8425,8425,8428,8439,8439,8439,8450,8472,8479,8484,8494,8494,8494,8500,8527,8527,8570,8591,8591,8641,8591,8626,8641,8657,8670,8670,8670,8670,8670
Samoa,9592,9592,10210,10210,10210,10210,10210,10659,10926,10926,11045,11045,11313,11313,11671,11671,12051,12051,12051,12382,12382,12843,12382,12843,12843,13145,13145,13380,13380,13499,13499
San Marino,16437,16476,16524,16561,16561,16624,16624,16624,16666,16743,16785,16823,16852,16852,16852,16852,16852,16852,16852,16991,16991,17059,17023,17045,17059,17059,17083,17083,17083,17105,17124
Sao Tome and Principe,5957,5964,5964,5964,5964,5964,5964,5964,5970,5970,5970,5970,5970,5970,5970,5973,5973,5973,5973,5973,5973,5982,5982,5982,5982,5982,5982,5982,5982,5991,5991
Saudi Arabia,754110,754238,754340,754464,754623,754842,755076,755415,755980,756549,757191,757802,758361,758795,759226,759856,760477,761079,761624,762164,762575,764789,763692,764249,764789,765305,765788,766196,766726,767412,768079
Senegal,85997,86005,86007,86010,86012,86012,86012,86012,86016,86019,86023,86029,86032,86035,86039,86045,86051,86055,86058,86063,86067,86093,86075,86087,86093,86095,86101,86101,86108,86109,86111
Serbia,2006695,2007091,2007554,2008143,2008740,2009249,2009677,2009979,2010495,2010495,2011399,2011825,2012270,2012597,2012836,2013240,2013622,2013983,2014317,2014653,2014900,2016002,2015382,2015711,2016002,2016266,2016576,2016793,2016921,2017189,2017454
Seychelles,42502,42548,42548,42690,42841,42841,42841,42841,42841,42841,43235,43235,43387,43387,43387,43387,43473,43563,43632,43729,43729,43776,43729,43776,43776,43889,43959,43959,43959,44016,44016
Sierra Leone,7681,7681,7681,7681,7681,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682,7682
Singapore,1193250,1200976,1202546,1202546,1208917,1212337,1215499,1217922,1220193,1225024,1228914,1232559,1236850,1240233,1242884,1245007,1247671,1254113,1258691,1263033,1266808,1269635,1272386,1278113,1282280,1286216,1290046,1293369,1295920,1298309,1303294
Slovakia,2528216,2528216,2528216,2533654,2534433,2535084,2535706,2536000,2536111,2536743,2537377,2537896,2538274,2538274,2538964,2539041,2539498,2539862,2539862,2540471,2540471,2541509,2540935,2541256,2541509,2541509,2541986,2542191,2542299,2542345,2542564
Slovenia,1010555,1010785,1011253,1012915,1013935,1014699,1015456,1015779,1015982,1016993,1017676,1018298,1018900,1019468,1019468,1019834,1020580,1021136,1021550,1021965,1021965,1023588,1022600,1023191,1023588,1023922,1024219,1024482,1024482,1024643,1025030
Solomon Islands,15677,15677,15677,15881,16441,16441,16441,16441,16441,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174,18174
Somalia,26485,26485,26485,26485,26485,26485,26485,26485,26485,26499,26518,26518,26518,26518,26518,26518,26518,26521,26521,26521,26521,26535,26521,26535,26535,26535,26535,26535,26535,26565,26565
South Africa,3795763,3798413,3802198,3808368,3818125,3827378,3835902,3841388,3844625,3852148,3862165,3871085,3879434,3887449,3891793,3894745,3899841,3908020,3908020,3921633,3926652,3941045,3931534,3935761,3941045,3944845,3948119,3952193,3953967,3954971,3957777
South Sudan,17461,17483,17487,17490,17491,17492,17492,17492,17505,17513,17513,17525,17525,17525,17525,17541,17550,17551,17551,17573,17573,17575,17573,17575,17575,17590,17590,17590,17590,17592,17617
Spain,11896152,11896152,11953481,11953481,11953481,12009059,12009059,12009059,12058888,12058888,12058888,12058888,12127122,12127122,12127122,12127122,12179234,12179234,12179234,12179234,12234806,12238073,12234806,12238073,12238073,12280345,12326264,12326264,12326264,12326264,12326264
Sri Lanka,663373,663408,663426,663469,663503,663520,663533,663561,663561,663597,663614,663632,663655,663663,663671,663678,663689,663720,663735,663741,663749,663786,663765,663779,663786,663800,663804,663812,663816,663823,663834
Sudan,62117,62117,62117,62135,62135,62135,62135,62135,62149,62161,62161,62161,62161,62161,62161,62195,62195,62211,62211,62211,62211,62251,62229,62240,62251,62251,62251,62251,62251,62321,62355
Summer Olympics 2020,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865
Suriname,79336,79336,79393,79393,79393,79393,79393,79393,79393,80008,80008,80008,80008,80008,80008,80008,80240,80240,80240,80240,80240,80416,80240,80416,80416,80416,80416,80416,80416,80416,80547
Sweden,2500917,2500917,2500917,2500917,2503090,2503090,2503090,2503090,2503090,2503090,2503090,2504894,2504894,2504894,2504894,2504894,2504894,2504894,2506607,2506607,2506607,2507948,2506607,2506607,2507948,2507948,2507948,2507948,2507948,2507948,2507948
Switzerland,3619598,3619598,3636226,3636226,3636226,3636226,3636226,3636226,3636226,3649155,3649155,3649155,3649155,3649155,3649155,3649155,3659937,3659937,3659937,3659937,3659937,3668054,3659937,3668054,3668054,3668054,3668054,3668054,3668054,3668054,3674986
Syria,55813,55825,55829,55833,55837,55842,55847,55853,55858,55863,55865,55867,55868,55869,55870,55871,55872,55873,55875,55877,55878,55883,55880,55880,55883,55885,55885,55885,55885,55891,55892
Taiwan*,132955,132955,173942,202418,232402,268569,268569,268569,397504,448323,505455,570870,570870,699824,768543,830257,896059,981141,1070561,1156291,1240897,1558380,1386640,1469019,1558380,1640271,1735067,1815703,1892272,1952355,2032983
Tajikistan,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786
Tanzania,33872,33872,33872,33872,33872,33872,33872,33872,33872,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354,35354
Thailand,4262484,4271815,4281536,4290824,4300614,4308319,4316769,4324850,4331338,4337568,4345218,4353237,4361016,4367752,4373846,4379084,4382977,4388610,4394915,4401378,4406755,4411494,4415593,4419737,4424750,4429674,4434511,4438999,4442648,4446502,4450457
Timor-Leste,22871,22874,22875,22879,22883,22884,22885,22885,22885,22886,22888,22888,22888,22889,22889,22889,22890,22890,22890,22893,22893,22897,22896,22896,22897,22904,22909,22912,22912,22913,22915
Togo,36989,36991,36993,36995,36996,37000,37000,37002,37006,37009,37012,37013,37017,37020,37023,37023,37026,37029,37034,37039,37044,37065,37049,37062,37065,37069,37072,37079,37085,37085,37095
Tonga,10196,10452,10494,10494,10494,10765,10765,10765,10765,10826,10950,11049,11049,11049,11190,11280,11280,11394,11394,11394,11500,11500,11500,11500,11500,11500,11566,11636,11636,11644,11644
Trinidad and Tobago,148335,148630,148977,149532,149950,150481,151235,151592,151806,152380,152964,153471,153471,154643,155147,155384,155893,156327,156940,157363,157880,159719,158668,159344,159719,160158,160493,160886,161208,161435,161584
Tunisia,1040193,1040193,1040193,1040712,1040712,1040712,1040712,1040712,1040712,1041197,1041197,1041197,1041197,1041197,1041197,1041197,1041197,1041789,1041789,1041789,1041789,1042935,1041789,1042362,1042935,1042362,1042362,1042362,1042362,1042362,1042872
Turkey,15033573,15034917,15036110,15037242,15038495,15040238,15041899,15043379,15044921,15046779,15048449,15050227,15051761,15053168,15054322,15055576,15057184,15058627,15060112,15060112,15062393,15066784,15064220,15065524,15066784,15068094,15069034,15070000,15070864,15071772,15072747
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3
US,81483878,81577751,81627417,81739767,81827980,81957032,81986083,81992696,82121875,82192395,82353418,82458758,82546019,82564507,82597636,82774560,82859886,83063720,83199269,83348050,83376204,83780496,83538581,83622443,83821683,83968711,84076542,84090814,84097941,84160453,84327623
Uganda,164084,164104,164104,164104,164104,164118,164118,164118,164149,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164331,164153,164331,164331,164331,164366,164366,164366,164366,164366
Ukraine,5233564,5233764,5233764,5233764,5233764,5233764,5233764,5233764,5237354,5237354,5237354,5237354,5237354,5237354,5237354,5240195,5240195,5240195,5240195,5240195,5240195,5240195,5242327,5242327,5242327,5242327,5242327,5242327,5242327,5244223,5244223
United Arab Emirates,898811,899033,899242,899441,899637,899835,900026,900251,900484,900764,901076,901440,901809,902161,902484,902803,903084,903382,903731,904093,904466,905841,905151,905468,905841,906236,906639,907069,907441,907824,908205
United Kingdom,22214004,22214111,22249661,22267796,22280496,22292077,22292118,22292118,22318371,22329180,22338750,22354617,22361204,22361204,22361251,22385203,22393799,22402392,22416204,22422746,22422800,22462129,22448854,22455392,22462129,22458340,22463243,22463260,22463265,22481196,22486997
Uruguay,897867,897867,899723,899723,899723,899723,899723,899723,899723,902540,902540,902540,902540,902540,902540,902540,908078,908078,908078,908078,908078,916388,908078,916388,916388,916388,916388,916388,916388,916388,925777
Uzbekistan,238596,238627,238628,238636,238651,238660,238695,238695,238736,238743,238747,238767,238778,238788,238802,238818,238824,238842,238855,238868,238910,238964,238940,238945,238964,238975,238983,238983,238983,239025,239028
Vanuatu,7507,7514,7533,7622,7699,7734,7734,7785,8056,8063,8117,8194,8289,8383,8457,8464,8487,8651,8659,8666,8666,8807,8682,8735,8807,8858,8905,8924,9005,9043,9088
Venezuela,522434,522434,522514,522564,522587,522625,522672,522749,522749,522749,522840,522840,522921,522921,523020,523059,523059,523119,523174,523238,523266,523411,523377,523411,523411,523444,523540,523593,523618,523618,523654
Vietnam,10653526,10656649,10659358,10662446,10666751,10670570,10673915,10676184,10678359,10681214,10683972,10690471,10693141,10695036,10696630,10698180,10699965,10701796,10704524,10706111,10707568,10712733,10710066,10711389,10712733,10714008,10715247,10716361,10717251,10718369,10719379
West Bank and Gaza,657060,657060,657060,657060,657060,657060,657060,657060,657193,657193,657193,657193,657193,657193,657193,657329,657456,657456,657456,657456,657456,657573,657573,657573,657573,657573,657573,657573,657573,657573,657705
Winter Olympics 2022,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535
Yemen,11818,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11819,11822,11822
Zambia,319733,319755,319755,319755,319755,319755,320099,320099,320157,320226,320303,320412,320481,320591,320627,320680,320680,320680,320945,320945,321099,321342,321195,321268,321342,321399,321503,321503,321503,321503,321779
Zimbabwe,247911,247935,247990,248050,248050,248214,248214,248352,248536,248642,248642,248943,249131,249206,249206,249431,249748,250007,250206,250469,250469,251228,250702,250929,251228,251646,251959,251959,252092,252092,252398
