Country_Region,2022/03/01,2022/03/02,2022/03/03,2022/03/04,2022/03/05,2022/03/06,2022/03/07,2022/03/08,2022/03/09,2022/03/10,2022/03/11,2022/03/12,2022/03/13,2022/03/14,2022/03/15,2022/03/16,2022/03/17,2022/03/18,2022/03/19,2022/03/20,2022/03/21,2022/03/22,2022/03/23,2022/03/24,2022/03/25,2022/03/26,2022/03/27,2022/03/28,2022/03/29,2022/03/30,2022/03/31
Guinea,36397,36397,36397,36397,36397,36397,36427,36427,36427,36427,36427,36427,36427,36435,36435,36435,36435,36435,36435,36435,36459,36459,36459,36459,36459,36459,36459,36459,36459,36459,36459
Guinea-Bissau,8022,8027,8027,8027,8027,8033,8033,8038,8039,8050,8050,8050,8068,8068,8071,8071,8096,8096,8113,8113,8113,8124,8124,8125,8126,8131,8131,8140,8140,8149,8149
Guyana,62946,62971,63002,63024,63040,63055,63062,63076,63090,63107,63107,63127,63144,63147,63157,63169,63175,63175,63183,63194,63195,63202,63208,63208,63223,63232,63234,63235,63239,63246,63253
Haiti,30353,30375,30382,30385,30400,30430,30430,30432,30433,30438,30446,30461,30473,30473,30478,30487,30488,30494,30496,30509,30511,30511,30515,30522,30528,30528,30528,30545,30545,30545,30563
Holy See,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Honduras,412733,412733,413699,413699,413699,413699,413699,414714,414714,414714,414714,416729,416729,416729,417201,417201,417201,418300,418300,418300,418300,418460,418492,418792,420621,420621,420621,420621,420978,421013,421062
Hungary,1789581,1793120,1796982,1800046,1800046,1800046,1805898,1807285,1809917,1812294,1814362,1814362,1814362,1814362,1814362,1819264,1820767,1824089,1824089,1824089,1829928,1831423,1834268,1836919,1839358,1839358,1839358,1844581,1846311,1849217,1851871
Iceland,133211,135747,138281,140929,140929,140929,147151,150467,153244,155877,158533,158533,158533,162938,165299,167379,169258,170806,170806,170806,173796,175329,176179,177015,178385,178385,178385,179813,179813,180950,181391
India,42938599,42945160,42951556,42957477,42962953,42967315,42971308,42975883,42980067,42984261,42987875,42990991,42993494,42996062,42998938,43001477,43004005,43006080,43007841,43009390,43010971,43012749,43014687,43016372,43018032,43019453,43020723,43021982,43023215,43024440,43025775
Indonesia,5589176,5630096,5667355,5693702,5723858,5748725,5770105,5800253,5826589,5847900,5864010,5878910,5890495,5900124,5914532,5927550,5939082,5948610,5956561,5962483,5967182,5974646,5981022,5986830,5986830,5986830,5995876,6001751,6005646,6009486,6012818
Iran,7060741,7066975,7073747,7080217,7084306,7089892,7096318,7102159,7107167,7113591,7117544,7119763,7123093,7126906,7130129,7133139,7135719,7137894,7139217,7141033,7142287,7143409,7144532,7145877,7147407,7148789,7151088,7154003,7156746,7159733,7162220
Iraq,2303816,2305083,2306092,2307158,2307555,2308191,2308928,2309816,2310539,2311238,2311926,2312292,2312713,2313370,2313943,2314575,2315134,2315573,2315791,2316044,2316306,2316493,2316758,2317128,2317498,2317747,2317977,2318450,2318865,2319209,2319550
Ireland,1303720,1307062,1311105,1315100,1315100,1315100,1322591,1326946,1328644,1332701,1341826,1341826,1341826,1353733,1360015,1365467,1365467,1365467,1365467,1365467,1390177,1397885,1404929,1413798,1422945,1422945,1422945,1442877,1448812,1454182,1459425
Israel,3642695,3651224,3653601,3662064,3669112,3673103,3680632,3688096,3690974,3704109,3707470,3712880,3719437,3725407,3732579,3737345,3745401,3751042,3758948,3772751,3785806,3801627,3814628,3818058,3835693,3848014,3864148,3876115,3894134,3904298,3918225
Italy,12829972,12867918,12910506,12948859,12990223,13026112,13048774,13109527,13159342,13214498,13268459,13323179,13373207,13402905,13489319,13563466,13645834,13724411,13800179,13861743,13895188,13992092,14070450,14153098,14229495,14304111,14364723,14396283,14496579,14567990,14642354
Jamaica,128053,128079,128108,128142,128166,128179,128213,128228,128246,128273,128318,128354,128379,128400,128418,128426,128456,128477,128500,128539,128565,128565,128594,128607,128628,128628,128679,128704,128727,128735,128757
Japan,5078276,5150876,5221144,5284831,5348422,5402455,5439457,5493395,5557262,5618325,5674311,5729537,5780484,5812843,5863778,5921690,5975168,6024350,6068943,6108503,6136069,6156221,6197583,6247334,6294771,6342100,6385448,6415168,6459761,6513370,6565019
Jordan,1638228,1638228,1638228,1638228,1638228,1638228,1654677,1654677,1654677,1654677,1654677,1654677,1654677,1680179,1680179,1680179,1680179,1680179,1680179,1680179,1689314,1689314,1689314,1689314,1689314,1689314,1689314,1692485,1692485,1692485,1692485
Kazakhstan,1390966,1391277,1391277,1391813,1391984,1392011,1392169,1392338,1392427,1392590,1392590,1392812,1392812,1392982,1392982,1393206,1393286,1393337,1393369,1393427,1393456,1393492,1393522,1393546,1393546,1393598,1393643,1393689,1393689,1393786,1393802
Kenya,322978,323002,323025,323057,323071,323075,323094,323115,323129,323140,323160,323171,323183,323195,323204,323219,323237,323255,323272,323281,323289,323306,323319,323333,323350,323365,323374,323383,323395,323402,323423
Kiribati,2940,2953,2964,2974,2985,2986,2991,3000,3006,3010,3019,3022,3027,3033,3038,3041,3041,3042,3049,3049,3061,3057,3060,3061,3062,3065,3065,3065,3065,3065,3066
"Korea, North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",3492686,3691488,3958326,4212652,4456264,4666977,4869691,5212118,5539650,5822626,6206277,6556453,6866222,7228550,7629275,8250592,8657609,9038938,9373646,9582815,9936540,10427247,10822836,11162232,11497711,11815841,12003054,12350428,12774956,13095631,13375818
Kosovo,226309,226392,226461,226513,226579,226625,226648,226680,226729,226766,226813,226845,226877,226895,226917,226968,227001,227057,227093,227124,227150,227191,227231,227265,227296,227324,227361,227377,227409,227439,227471
Kuwait,620452,620980,621466,621965,622489,623159,623769,624205,624573,624922,625202,625461,625461,626114,626384,626609,626609,626993,627143,627342,627584,627753,627753,628130,628130,628130,628130,628460,628978,628978,628978
Kyrgyzstan,200527,200556,200599,200599,200615,200641,200641,200658,200671,200707,200707,200720,200742,200758,200758,200763,200776,200787,200809,200818,200818,200826,200836,200847,200857,200868,200879,200892,200909,200923,200935
Laos,142967,143240,143486,143710,143969,144155,144320,144551,144759,145094,145507,145934,146328,146687,147409,148257,149131,150639,151956,152957,154094,156422,159047,161866,164078,164078,167993,169256,171439,174136,176898
Latvia,662644,673218,682118,689794,697548,701540,704134,712271,719813,726868,733084,739609,742336,744433,750683,755821,761074,765297,769131,771038,772390,777201,780831,784155,786974,789483,790620,791550,794447,796890,798895
Lebanon,1070696,1072537,1074372,1075974,1077242,1078249,1079375,1080381,1081463,1082419,1083351,1084114,1084600,1085232,1085846,1086382,1086890,1087387,1087835,1088196,1088595,1089005,1089419,1089830,1090208,1090498,1090782,1091084,1091413,1091777,1092157
Lesotho,32612,32612,32707,32707,32707,32707,32707,32716,32716,32716,32716,32716,32716,32775,32775,32775,32775,32775,32775,32775,32775,32880,32880,32880,32880,32880,32880,32880,32880,32899,32910
Liberia,7384,7384,7384,7384,7384,7384,7384,7384,7387,7392,7392,7392,7392,7397,7397,7397,7397,7397,7397,7397,7397,7397,7397,7397,7397,7397,7397,7400,7400,7400,7400
Libya,495115,495972,496778,497279,497279,497958,498453,498839,499132,499465,499767,499767,500000,500304,500497,500626,500760,500864,500864,501015,501135,501211,501296,501379,501420,501420,501495,501559,501610,501657,501705
Liechtenstein,12052,12161,12332,12681,12833,12932,13195,13222,13471,13590,13789,14025,14234,14235,14424,14642,14926,15043,15243,15312,15458,15497,15649,15761,15889,16017,16098,16139,16176,16286,16378
Lithuania,971464,978454,984885,990997,996636,1000474,1003126,1008935,1016341,1023289,1029593,1032883,1035959,1038588,1044509,1051633,1057892,1063327,1068640,1071844,1074108,1078686,1084293,1088831,1093017,1096690,1099114,1100399,1103594,1107334,1110803
Luxembourg,183802,184862,185707,186360,186360,186360,187971,188748,189830,191006,191964,191964,191964,193939,194846,196296,197701,199202,199202,199202,201718,202577,203861,206044,208223,208223,208223,211280,212390,214099,215831
MS Zaandam,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Madagascar,63659,63659,63659,63659,63791,63791,63791,63791,63791,63791,63791,63870,63870,63870,63870,63870,63870,63870,63928,63928,63928,63928,63928,63928,63928,64009,64009,64009,64009,64009,64009
Malawi,85347,85362,85383,85396,85411,85429,85440,85452,85461,85476,85486,85495,85499,85499,85515,85526,85539,85544,85556,85561,85563,85566,85574,85586,85596,85608,85610,85620,85625,85631,85640
Malaysia,3468590,3496090,3528557,3561766,3595172,3622607,3649463,3680953,3711199,3741986,3774786,3801036,3823571,3845601,3872135,3900433,3927437,3951678,3974019,3993124,4010952,4032435,4054926,4079242,4101081,4122004,4137736,4152203,4167418,4183359,4201919
Maldives,170655,171114,171649,171947,172270,172576,173064,173337,173666,173991,174163,174367,174658,174658,174658,174658,174658,174658,174658,174658,174658,174658,174658,174658,174658,174658,174658,177000,177000,177000,177000
Mali,30383,30391,30392,30396,30398,30398,30398,30401,30402,30407,30409,30414,30420,30423,30428,30433,30439,30444,30448,30453,30454,30458,30463,30466,30468,30470,30472,30473,30476,30480,30484
Malta,71361,71455,71581,71679,71800,71899,71971,72130,72268,72421,72560,72687,72858,73001,73195,73424,73728,74029,74315,74518,74769,75102,75477,75892,76357,76749,77102,77102,77102,78779,79539
Marshall Islands,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Mauritania,58638,58638,58638,58645,58646,58649,58652,58654,58656,58657,58657,58657,58658,58659,58660,58660,58660,58661,58662,58662,58665,58665,58665,58665,58665,58666,58666,58668,58668,58668,58669
Mauritius,169796,169796,169796,169796,169796,169796,169796,169796,169796,181362,181362,181362,181362,181362,181362,181362,181362,192558,192558,192558,192558,192558,192558,204200,204200,204200,204200,204200,204200,210343,210343
Mexico,5521744,5521744,5534086,5544644,5554392,5564985,5566669,5575608,5583993,5591871,5591871,5605636,5606827,5607845,5607845,5613870,5624954,5624954,5629814,5633928,5634829,5636054,5636054,5640305,5647041,5647041,5650896,5651553,5654311,5654311,5659535
Micronesia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moldova,502386,502956,503690,504307,504875,505393,505644,505996,506222,506681,507028,507599,507994,508235,508578,508917,509367,509834,510206,510460,510700,510973,511231,511662,512047,512386,512602,512638,512942,513146,513442
Monaco,9445,9445,9445,9445,9537,9539,9539,9605,9654,9654,9736,9777,9777,9827,9901,9964,10015,10063,10124,10127,10175,10272,10369,10431,10490,10530,10530,10530,10670,10721,10758
Mongolia,908157,909379,910377,911183,911183,911183,913255,913444,914016,914536,914536,914536,914536,915811,915908,916126,916445,916723,917174,917213,917213,917406,917579,917634,917737,917810,917835,918904,918991,919076,919188
Montenegro,230363,230512,230631,230759,230887,230958,231011,231115,231227,231313,231391,231488,231557,231613,231719,231816,231927,232038,232117,232193,232249,232376,232462,232561,232626,232727,232777,232832,232924,233010,233102
Morocco,1161131,1161290,1161392,1161506,1161586,1161646,1161698,1161776,1161848,1161925,1161980,1162040,1162096,1162125,1162236,1162288,1162322,1162374,1162444,1162497,1162539,1162626,1162686,1162764,1162841,1162923,1162974,1163012,1163109,1163214,1163274
Mozambique,225063,225080,225100,225121,225135,225140,225140,225150,225159,225162,225165,225173,225179,225179,225188,225194,225200,225201,225206,225210,225211,225215,225220,225223,225231,225237,225239,225239,225244,225249,225256
Namibia,157225,157275,157284,157311,157324,157338,157350,157358,157366,157366,157383,157383,157438,157438,157458,157471,157489,157503,157516,157523,157523,157545,157552,157566,157576,157576,157611,157615,157622,157622,157646
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,977076,977199,977269,977380,977447,977501,977567,977641,977709,977786,977848,977878,977937,977987,978044,978085,978107,978119,978127,978155,978196,978231,978265,978297,978309,978317,978332,978347,978377,978402,978426
Netherlands,6487920,6536471,6594832,6663249,6730457,6797256,6861716,6928013,7002259,7076777,7146301,7206350,7258692,7304612,7357595,7417982,7471677,7526190,7567650,7602473,7634694,7675252,7718040,7757138,7792582,7820824,7845856,7867412,7898395,7926384,7951853
New Zealand,142943,166151,188751,207646,222851,240403,264387,286891,286924,308010,347824,362357,377933,399681,399722,439014,453275,471902,483966,498475,519521,539788,558279,574309,588729,599007,612087,629479,645625,661065,674705
Nicaragua,13958,14035,14035,14035,14035,14035,14035,14035,14108,14108,14108,14108,14108,14108,14108,14170,14170,14170,14170,14170,14170,14170,14222,14222,14222,14222,14222,14222,14222,14269,14269
Niger,8756,8759,8759,8760,8760,8766,8767,8769,8774,8774,8780,8781,8781,8781,8781,8786,8788,8788,8788,8788,8794,8797,8799,8799,8799,8801,8801,8801,8801,8801,8801
Nigeria,254570,254598,254606,254637,254637,254640,254659,254777,254777,254861,254894,254953,254953,254989,255001,255001,255092,255103,255103,255103,255103,255190,255244,255244,255244,255296,255296,255341,255341,255415,255415
North Macedonia,297738,298195,298661,299049,299419,299642,299766,300106,300398,300714,301016,301293,301491,301583,301895,302224,302548,302867,303140,303354,303418,303728,304047,304326,304648,304878,305066,305114,305423,305717,305979
Norway,1257079,1279169,1289884,1299549,1305006,1308342,1315692,1325909,1333793,1341163,1346777,1349971,1351883,1357280,1363406,1368165,1372340,1376239,1378238,1379467,1383227,1387034,1390035,1393061,1395556,1396911,1397638,1399714,1402219,1404207,1405960
Oman,382244,383389,383874,383874,383874,384818,385153,385513,385769,386003,386003,386003,386460,386646,386829,387009,387180,387180,387180,387505,387627,387730,387829,387922,387922,387922,388086,388160,388229,388279,388343
Pakistan,1510986,1511754,1512707,1513503,1514258,1515014,1515392,1516150,1516789,1517512,1518083,1518692,1519154,1519627,1520120,1520634,1520817,1521513,1521888,1522191,1522419,1522862,1523072,1523401,1523590,1523900,1524086,1524355,1524549,1524793,1524973
Palau,3781,3823,3823,3844,3844,3844,3864,3864,3888,3888,3899,3899,3899,3922,3922,3935,3935,3945,3945,3945,3966,3966,3976,3976,3987,3987,3987,4014,4014,4024,4024
Panama,755853,756085,756539,757061,757487,757487,757930,758312,758613,758923,759224,759224,759636,759782,760105,760405,760735,761004,761004,761508,761508,762008,762394,762735,763025,763280,763483,763608,763933,764243,764536
Papua New Guinea,41290,41335,41421,41421,41421,41421,41533,41533,41533,41533,41533,41533,41533,41533,41533,41533,41533,41533,41533,41533,41533,41533,41533,41533,43076,43076,43076,43203,43203,43203,43203
Paraguay,642184,642573,642982,643342,643619,643879,644199,644609,645020,645383,645655,645768,645883,646054,646283,646495,646630,646843,646968,647099,647268,647428,647538,647672,647762,647836,647906,647950,647950,647950,647950
Peru,3518721,3520604,3522484,3524504,3525940,3527549,3528038,3528939,3530004,3531075,3534687,3535726,3536496,3536842,3537488,3538453,3539400,3540108,3540793,3541397,3541994,3542602,3543179,3543790,3544338,3544862,3545403,3545628,3546083,3546696,3547125
Philippines,3663059,3663920,3664905,3665747,3666678,3667542,3668268,3668710,3669283,3668940,3669523,3670177,3670739,3671293,3671293,3672069,3672661,3673201,3673717,3674286,3674694,3674983,3675384,3675821,3676230,3676665,3676991,3677376,3677616,3677924,3678245
Poland,5680034,5694767,5708827,5721316,5734041,5741739,5747322,5760498,5774938,5788363,5799996,5811109,5818687,5823982,5836672,5851147,5863414,5875072,5885446,5891140,5895304,5905463,5915888,5924876,5933107,5939735,5943227,5945594,5952200,5957940,5962931
Portugal,3385947,3397759,3408227,3421312,3437003,3452144,3462783,3468709,3484914,3500549,3514241,3527608,3540541,3549564,3554472,3569220,3584504,3598152,3610906,3622880,3631435,3635880,3650572,3665551,3678412,3689786,3701665,3709342,3713333,3726043,3738919
Qatar,357292,357583,357764,357920,358083,358253,358418,358564,358694,358821,358946,359028,359149,359259,359361,359449,359517,359670,359806,359956,360109,360251,360382,360497,360619,360704,360868,361020,361160,361283,361415
Romania,2741945,2748777,2754730,2760332,2765169,2768261,2771449,2776910,2781086,2784651,2787625,2790368,2791994,2794081,2798935,2802848,2806881,2810630,2813798,2816039,2818275,2823415,2827936,2832024,2835749,2838849,2840788,2842739,2847015,2850598,2853570
Russia,16257688,16353868,16445802,16533932,16619507,16698139,16770275,16835844,16893631,16943915,16993625,17040721,17084672,17124792,17160872,17196841,17231013,17264828,17297181,17327694,17356036,17382051,17408475,17433393,17458275,17481799,17504537,17525184,17544419,17564186,17583111
Rwanda,129516,129533,129543,129548,129551,129556,129560,129567,129569,129576,129589,129596,129601,129602,129610,129615,129623,129635,129637,129647,129658,129674,129693,129705,129706,129708,129709,129712,129714,129718,129722
Saint Kitts and Nevis,5530,5530,5531,5533,5536,5536,5536,5537,5537,5538,5538,5540,5540,5541,5541,5541,5544,5544,5544,5548,5548,5548,5548,5548,5548,5548,5548,5549,5549,5549,5549
Saint Lucia,22712,22729,22733,22733,22733,22779,22795,22808,22811,22822,22833,22833,22847,22853,22856,22862,22870,22878,22878,22884,22891,22892,22905,22907,22919,22919,22929,22941,22947,22953,22953
Saint Vincent and the Grenadines,8311,8311,8313,8316,8316,8316,8320,8321,8321,8321,8323,8323,8323,8323,8323,8326,8326,8326,8326,8326,8329,8330,8330,8330,8332,8332,8332,8333,8335,8335,8335
Samoa,33,33,33,33,33,33,41,41,41,45,46,48,48,48,48,48,49,60,60,111,229,295,295,796,796,889,1105,1105,1541,1541,1713
San Marino,14414,14435,14466,14487,14487,14487,14523,14581,14629,14653,14691,14691,14691,14726,14789,14834,14834,14870,14870,14870,14968,15034,15079,15125,15125,15125,15125,15181,15272,15307,15345
Sao Tome and Principe,5934,5934,5934,5939,5939,5939,5939,5939,5939,5939,5939,5939,5939,5936,5937,5938,5938,5938,5940,5941,5941,5943,5943,5943,5944,5945,5945,5945,5945,5945,5945
Saudi Arabia,745590,746066,746473,746836,747119,747436,747715,747934,748121,748311,748489,748624,748769,748915,749044,749171,749268,749373,749471,749597,749730,749855,749965,750080,750179,750258,750356,750483,750589,750707,750814
Senegal,85699,85712,85729,85739,85747,85757,85768,85772,85775,85782,85785,85785,85797,85806,85808,85815,85818,85820,85821,85827,85831,85832,85838,85842,85854,85860,85868,85876,85880,85886,85895
Serbia,1913861,1916707,1919327,1921831,1923977,1925618,1927849,1930437,1932814,1934953,1937183,1939150,1940516,1942727,1945142,1947591,1949953,1952029,1953897,1955280,1957450,1959699,1962013,1964129,1966078,1967771,1969044,1970827,1972760,1974652,1976567
